"Date 2023-11-25 15.14.42","Track Watkins Glen (2022)","Session Type 10","Duration 10"
"Car","Race #","Driver","Team","Lap","Position","Fuel","Penalty","Gap","Lap Time","Sector 1","Sector 2","Sector 3","Delta RR","Delta QR","Delta RS","Delta QS","Condition","Tyres","Pressure FR","Pressure FL","Pressure RR","Pressure RL","Temp FR","Temp FL","Temp RR","Temp RL","ECU Mode","Max Speed","Peak Acceleration","Damage Front","Damage Rear","Damage Centre","Damage Right","Damage Left","Air Temp","Road Temp","Cup","Category","Nationality","Lap type","Accidents"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","54","40","0","","0L","1:55,937","0:32,140","0:38,645","0:45,152","+9,319","+11,123","+0,600","+7,696","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","55","40","0","","0L","1:55,117","0:32,192","0:38,060","0:44,865","+8,499","+10,303","-0,220","+6,876","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","56","40","0","","0L","1:55,605","0:32,127","0:38,360","0:45,117","+8,987","+10,791","+0,268","+7,364","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","57","40","0","Invalid lap. ","0L","1:56,145","0:32,645","0:38,255","0:45,245","+9,527","+11,331","+0,808","+7,904","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","58","40","0","Invalid lap. ","0L","1:58,137","0:32,005","0:40,050","0:46,082","+11,519","+13,323","+2,800","+9,896","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","59","40","0","","0L","1:57,217","0:32,735","0:39,095","0:45,387","+10,599","+12,403","+1,880","+8,976","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","60","40","0","","0L","1:56,552","0:32,335","0:38,515","0:45,702","+9,934","+11,738","+1,215","+8,311","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","61","40","0","Invalid lap. ","0L","1:57,837","0:32,252","0:39,827","0:45,757","+11,219","+13,023","+2,500","+9,596","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","62","40","0","Invalid lap. ","0L","1:57,512","0:32,192","0:40,207","0:45,112","+10,894","+12,698","+2,175","+9,271","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","63","39","0","Invalid lap. ","0L","1:56,872","0:32,797","0:38,720","0:45,355","+10,254","+12,058","+1,535","+8,631","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","64","38","0","","0L","1:56,487","0:32,652","0:38,715","0:45,120","+9,869","+11,673","+1,150","+8,246","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Regular","0"
"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","65","37","0","","0L","2:09,052","0:32,145","0:38,707","0:58,200","+22,434","+24,238","+13,715","+20,811","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","1","Inlap","0"
"Alpine A110 GT4","303","Robert Arlavi (ARL)","","66","40","0","","0L","2:45,730","","0:38,222","0:45,102","+59,112","+60,916","+50,393","+57,489","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","33","Outlap","0"
"Alpine A110 GT4","303","Robert Arlavi (ARL)","","67","40","0","","0L","1:55,215","0:32,190","0:38,027","0:44,997","+8,597","+10,401","-0,122","+6,974","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","33","Regular","0"
"Alpine A110 GT4","303","Robert Arlavi (ARL)","","68","40","0","","0L","1:56,167","0:32,212","0:38,290","0:45,665","+9,549","+11,353","+0,830","+7,926","","Wet","0","0","0","0","0","0","0","0","1","0 Km/h","0","0","0","0","0","0","0","0","0","3","33","Regular","0"
